,name,Squad,Average age,Foreigners,Average market value,Total market value,Ranking,MP,GD,Pts,Season
552,Torino FC,40.0,25.3,8.0,1.5,60.05,15,38,-13,40,2007
553,Calcio Catania,40.0,27.0,11.0,1.46,58.4,17,38,-12,37,2007
554,Atalanta BC,38.0,25.5,10.0,1.44,54.8,9,38,-4,48,2007
555,Parma FC,41.0,25.5,7.0,1.28,52.5,19,38,-20,34,2007
556,Empoli FC,38.0,24.2,3.0,1.3,49.5,18,38,-23,36,2007
557,AS Livorno,36.0,26.8,10.0,1.34,48.35,20,38,-25,30,2007
558,Reggina Calcio,45.0,23.1,15.0,0.983,44.23,16,38,-19,40,2007
559,AC Siena,42.0,25.9,18.0,1.02,42.8,13,38,-5,44,2007
560,Cagliari Calcio,42.0,24.5,11.0,0.981,41.2,14,38,-16,42,2007
561,Juventus FC,48.0,25.6,20.0,8.16,391.45,1,38,57,102,2013
562,FC Internazionale,63.0,24.3,36.0,4.65,292.65,5,38,23,60,2013
563,SSC Napoli,36.0,26.8,25.0,7.68,276.6,3,38,38,78,2013
564,AC Milan,47.0,25.3,22.0,5.62,263.95,8,38,8,57,2013
565,ACF Fiorentina,56.0,25.3,34.0,4.45,249.13,4,38,21,65,2013
566,AS Roma,59.0,23.9,30.0,4.18,246.4,2,38,47,85,2013
567,SS Lazio,54.0,25.0,33.0,3.02,162.95,9,38,0,56,2013
568,Udinese Calcio,63.0,23.7,41.0,1.97,123.95,13,38,-11,44,2013
569,Genoa CFC,66.0,24.4,33.0,1.55,102.1,14,38,-9,44,2013
570,Parma FC,48.0,25.2,22.0,1.87,89.78,6,38,12,58,2013
571,US Sassuolo,56.0,25.0,12.0,1.57,87.85,17,38,-29,34,2013
572,Cagliari Calcio,36.0,24.9,15.0,2.39,86.2,15,38,-19,39,2013
573,UC Sampdoria,58.0,24.5,19.0,1.44,83.48,12,38,-14,45,2013
574,Torino FC,43.0,25.4,20.0,1.87,80.25,7,38,10,57,2013
575,Calcio Catania,54.0,24.3,28.0,1.46,78.98,18,38,-32,32,2013
576,Atalanta BC,62.0,25.0,14.0,1.19,73.93,11,38,-8,50,2013
577,AS Livorno,48.0,24.9,14.0,1.48,71.18,20,38,-38,25,2013
578,Bologna FC 1909,64.0,24.7,26.0,1.09,69.83,19,38,-30,29,2013
579,Chievo Verona,72.0,25.0,35.0,0.959,69.08,16,38,-20,36,2013
580,Hellas Verona,54.0,25.5,22.0,1.24,67.13,10,38,-6,54,2013
581,Juventus FC,36.0,26.5,15.0,8.58,308.9,20,38,47,0,2005
582,AC Milan,36.0,27.4,17.0,7.49,269.75,3,38,54,58,2005
583,FC Internazionale,52.0,24.9,31.0,4.52,234.93,1,38,38,76,2005
584,AS Roma,42.0,23.8,12.0,4.27,179.2,2,38,28,69,2005
585,ACF Fiorentina,43.0,25.9,15.0,3.23,138.68,9,38,25,44,2005
586,US Palermo,43.0,24.8,7.0,2.19,94.2,5,38,-2,52,2005
587,Udinese Calcio,45.0,24.4,17.0,1.99,89.6,11,38,-14,43,2005
588,SS Lazio,50.0,25.4,14.0,1.66,83.05,16,38,10,32,2005
589,UC Sampdoria,39.0,25.4,5.0,1.58,61.5,12,38,-4,41,2005
590,Parma FC,39.0,24.5,8.0,1.46,57.05,7,38,-14,45,2005
591,AS Livorno,35.0,26.5,9.0,1.61,56.38,6,38,-7,49,2005
592,US Lecce,42.0,23.5,13.0,1.24,52.15,18,38,-27,29,2005
593,Chievo Verona,34.0,25.8,5.0,1.46,49.55,4,38,5,54,2005
594,Reggina Calcio,42.0,24.6,8.0,1.04,43.65,13,38,-26,41,2005
595,FC Messina Peloro,41.0,25.8,12.0,0.975,39.98,17,38,-26,31,2005
596,Empoli FC,30.0,26.4,3.0,1.23,37.0,8,38,-14,45,2005
597,Cagliari Calcio,31.0,25.0,5.0,1.15,35.65,14,38,-13,39,2005
598,AC Siena,33.0,27.5,6.0,1.06,34.98,15,38,-18,39,2005
599,Ascoli Calcio 1898,48.0,25.3,6.0,0.511,24.55,10,38,-10,43,2005
600,Treviso FBC 1993,50.0,25.0,13.0,0.471,23.53,19,38,-32,21,2005
601,FC Internazionale,48.0,25.4,28.0,6.31,303.05,6,38,3,58,2011
602,AC Milan,45.0,26.2,21.0,6.08,273.53,2,38,41,80,2011
603,Juventus FC,34.0,27.8,12.0,7.71,262.28,1,38,48,84,2011
604,SSC Napoli,29.0,28.2,15.0,7.06,204.75,5,38,20,61,2011
605,AS Roma,39.0,25.5,18.0,4.43,172.78,7,38,6,56,2011
606,Udinese Calcio,49.0,23.4,25.0,2.86,140.13,3,38,17,64,2011
607,ACF Fiorentina,40.0,24.6,21.0,3.27,130.83,13,38,-6,46,2011
608,US Palermo,46.0,24.5,25.0,2.59,119.05,16,38,-10,43,2011
609,SS Lazio,52.0,25.3,22.0,2.19,113.63,4,38,9,62,2011
610,Genoa CFC,39.0,25.7,21.0,2.67,104.3,17,38,-19,42,2011
611,Parma FC,43.0,25.2,12.0,1.92,82.35,8,38,1,56,2011
612,Cagliari Calcio,33.0,24.8,12.0,2.17,71.65,15,38,-9,43,2011
613,Atalanta BC,36.0,27.4,5.0,1.88,67.58,12,38,-2,46,2011
614,Bologna FC 1909,41.0,24.8,18.0,1.56,63.9,9,38,-2,51,2011
615,Calcio Catania,39.0,26.5,21.0,1.52,59.25,11,38,-5,48,2011
616,Chievo Verona,40.0,26.2,20.0,1.12,44.8,10,38,-10,49,2011
617,AC Siena,37.0,26.9,10.0,1.06,39.33,14,38,0,44,2011
618,US Lecce,41.0,25.8,17.0,0.915,37.53,18,38,-16,36,2011
619,Novara Calcio 1908,38.0,26.8,13.0,0.748,28.43,19,38,-30,32,2011
620,FC Internazionale,44.0,25.6,27.0,7.89,346.95,2,38,27,76,2010
621,AC Milan,45.0,27.2,22.0,6.4,288.08,1,38,41,82,2010
622,Juventus FC,51.0,25.5,15.0,5.08,258.93,7,38,10,58,2010
623,ACF Fiorentina,42.0,24.4,22.0,4.18,175.48,9,38,5,51,2010
624,AS Roma,43.0,26.2,22.0,4.02,172.98,6,38,7,63,2010
625,SSC Napoli,31.0,27.8,10.0,5.5,170.43,3,38,20,70,2010
626,Genoa CFC,45.0,24.8,22.0,3.74,168.18,10,38,-2,51,2010
627,Udinese Calcio,40.0,24.1,23.0,3.43,137.05,4,38,22,66,2010
628,UC Sampdoria,46.0,24.0,14.0,2.72,125.05,18,38,-16,36,2010
629,US Palermo,45.0,23.7,16.0,2.73,123.03,8,38,-5,56,2010
630,SS Lazio,44.0,26.6,22.0,2.54,111.73,5,38,16,66,2010
631,Parma FC,43.0,25.2,14.0,2.0,86.05,12,38,-8,46,2010
632,Cagliari Calcio,37.0,27.2,6.0,2.3,85.03,14,38,-7,45,2010
633,AC Cesena,45.0,25.9,22.0,1.43,64.23,15,38,-12,43,2010
634,Bologna FC 1909,38.0,24.4,14.0,1.66,63.05,16,38,-17,42,2010
635,Calcio Catania,35.0,26.3,17.0,1.73,60.68,13,38,-12,46,2010
636,AS Bari,46.0,25.2,15.0,1.12,51.5,20,38,-29,24,2010
637,Chievo Verona,43.0,26.7,21.0,1.14,48.95,11,38,-2,46,2010
638,Brescia Calcio,43.0,25.6,19.0,0.885,38.05,19,38,-18,32,2010
639,US Lecce,37.0,25.1,15.0,0.884,32.7,17,38,-20,41,2010
640,Juventus FC,39.0,25.6,14.0,7.82,304.9,1,38,40,86,2004
641,AC Milan,37.0,26.7,17.0,7.4,273.7,2,38,35,79,2004
642,FC Internazionale,50.0,24.3,25.0,4.81,240.63,3,38,28,72,2004
643,AS Roma,40.0,23.1,10.0,4.69,187.6,8,38,-3,45,2004
644,ACF Fiorentina,48.0,25.0,13.0,2.33,111.83,16,38,-8,42,2004
645,Parma FC,44.0,23.3,8.0,2.5,110.05,18,38,-17,42,2004
646,Udinese Calcio,34.0,25.0,17.0,2.47,83.95,4,38,16,62,2004
647,US Palermo,29.0,25.1,5.0,2.72,78.75,6,38,4,53,2004
648,SS Lazio,45.0,25.8,12.0,1.71,77.05,13,38,-5,44,2004
649,AC Siena,40.0,27.1,9.0,1.37,54.9,14,38,-11,43,2004
650,UC Sampdoria,37.0,25.2,3.0,1.38,51.0,5,38,13,61,2004
651,Chievo Verona,42.0,25.3,7.0,1.1,46.28,15,38,-17,43,2004
652,Brescia Calcio,32.0,24.6,11.0,1.41,45.25,19,38,-17,41,2004
653,US Lecce,33.0,23.3,13.0,1.36,44.9,11,38,-7,44,2004
654,Atalanta BC,40.0,25.0,6.0,1.04,41.7,20,38,-11,35,2004
655,FC Messina Peloro,45.0,24.6,10.0,0.726,32.65,7,38,-8,48,2004
656,Bologna FC 1909,40.0,25.8,6.0,0.748,29.94,17,38,-3,42,2004
657,Reggina Calcio,35.0,23.9,8.0,0.837,29.3,10,38,-9,44,2004
658,AS Livorno,37.0,26.2,8.0,0.676,25.0,9,38,-11,45,2004
659,Cagliari Calcio,31.0,26.2,6.0,0.771,23.9,12,38,-9,44,2004
660,SS Lazio,38.0,25.8,14.0,,,3,34,29,69,2000
661,Udinese Calcio,43.0,23.6,22.0,,,12,34,-10,38,2000
662,AS Roma,37.0,24.5,14.0,,,1,34,35,75,2000
663,Brescia Calcio,33.0,27.4,11.0,,,8,34,2,44,2000
664,Juventus FC,43.0,24.1,16.0,,,2,34,34,73,2000
665,Atalanta BC,39.0,24.2,5.0,,,7,34,4,44,2000
666,AC Parma,38.0,25.0,16.0,,,4,34,20,56,2000
667,AC Perugia,42.0,25.7,12.0,,,11,34,-4,42,2000
668,Hellas Verona,38.0,24.3,6.0,,,15,34,-19,37,2000
669,US Lecce,40.0,25.2,11.0,,,13,34,-14,37,2000
670,Bologna FC 1909,37.0,24.4,8.0,,,10,34,-4,43,2000
671,FC Internazionale,47.0,24.2,24.0,,,5,34,0,51,2000
672,Milan AC,48.0,25.3,22.0,,,6,34,10,49,2000
673,Reggina Calcio,33.0,24.0,9.0,,,14,34,-17,37,2000
674,Vicenza Calcio,40.0,25.4,10.0,,,16,34,-14,36,2000
675,SSC Napoli,43.0,24.4,13.0,,,17,34,-16,36,2000
676,AS Bari,45.0,23.6,15.0,,,18,34,-37,20,2000
677,Juventus FC,35.0,27.0,12.0,9.4,329.0,1,38,48,87,2014
678,AS Roma,43.0,25.9,24.0,6.44,276.78,2,38,23,70,2014
679,SSC Napoli,34.0,26.7,23.0,7.71,262.18,5,38,16,63,2014
680,Inter Milan,44.0,24.5,32.0,5.93,260.7,8,38,11,55,2014
681,AC Milan,47.0,25.2,19.0,5.02,236.13,10,38,6,52,2014
682,ACF Fiorentina,49.0,25.9,30.0,4.41,216.13,4,38,15,64,2014
683,SS Lazio,36.0,26.3,27.0,4.65,167.55,3,38,33,69,2014
684,UC Sampdoria,41.0,25.6,20.0,3.23,132.23,7,38,6,56,2014
685,Genoa CFC,48.0,25.1,21.0,2.44,117.33,6,38,15,59,2014
686,Udinese Calcio,50.0,23.9,36.0,2.14,107.18,16,38,-13,41,2014
687,US Palermo,40.0,24.9,22.0,2.32,92.6,11,38,-2,49,2014
688,US Sassuolo,41.0,26.3,8.0,2.22,91.03,12,38,-8,49,2014
689,Atalanta BC,42.0,26.9,16.0,1.99,83.48,17,38,-19,37,2014
690,Torino FC,45.0,26.0,21.0,1.84,82.58,9,38,3,54,2014
691,Cagliari Calcio,36.0,24.5,14.0,2.08,74.7,18,38,-20,34,2014
692,Parma FC,55.0,25.1,24.0,1.2,65.95,20,38,-42,19,2014
693,Chievo Verona,40.0,27.6,23.0,1.55,62.05,14,38,-13,43,2014
694,Empoli FC,40.0,23.8,13.0,1.35,54.03,15,38,-6,42,2014
695,Hellas Verona,38.0,26.4,23.0,1.1,41.8,13,38,-16,46,2014
696,AC Cesena,37.0,25.9,10.0,0.923,34.15,19,38,-37,24,2014
697,Juventus FC,38.0,25.5,21.0,11.58,440.0,1,38,55,91,2015
698,AS Roma,48.0,24.7,33.0,6.94,332.9,3,38,42,80,2015
699,SSC Napoli,34.0,25.9,22.0,9.47,321.93,2,38,48,82,2015
700,Inter Milan,42.0,25.2,30.0,7.01,294.28,4,38,12,67,2015
701,AC Milan,42.0,25.5,16.0,5.09,213.83,7,38,6,57,2015
702,ACF Fiorentina,39.0,26.1,29.0,4.89,190.53,5,38,18,64,2015
703,SS Lazio,38.0,25.7,26.0,4.61,175.3,8,38,0,54,2015
704,UC Sampdoria,43.0,26.0,22.0,2.94,126.53,15,38,-13,40,2015
705,Genoa CFC,47.0,24.2,27.0,2.5,117.55,10,38,-3,46,2015
706,US Sassuolo,39.0,24.7,5.0,2.49,97.0,6,38,9,61,2015
707,Udinese Calcio,43.0,26.3,31.0,2.16,93.0,17,38,-25,39,2015
708,Torino FC,39.0,25.7,17.0,2.3,89.83,12,38,-3,45,2015
709,Atalanta BC,44.0,26.8,15.0,1.78,78.45,13,38,-6,45,2015
710,Bologna FC 1909,42.0,25.7,17.0,1.79,75.23,14,38,-12,42,2015
711,Empoli FC,38.0,24.1,16.0,1.96,74.6,11,38,-9,46,2015
712,US Palermo,40.0,24.5,21.0,1.72,68.68,16,38,-27,39,2015
713,Carpi FC 1909,41.0,25.9,18.0,1.27,52.05,18,38,-20,38,2015
714,Chievo Verona,40.0,27.5,17.0,1.24,49.78,9,38,-2,50,2015
715,Hellas Verona,42.0,25.9,20.0,1.14,47.73,20,38,-29,28,2015
716,Frosinone Calcio,35.0,26.2,10.0,1.09,38.3,19,38,-41,31,2015
717,US Lecce,38.0,24.7,14.0,,,16,34,-20,28,2001
718,Torino Calcio,37.0,25.7,7.0,,,11,34,-2,43,2001
719,Piacenza FC,33.0,26.7,3.0,,,12,34,6,42,2001
720,Juventus FC,39.0,24.6,16.0,,,1,34,41,71,2001
721,Atalanta BC,32.0,25.1,5.0,,,9,34,-9,45,2001
722,Hellas Verona,34.0,24.8,7.0,,,15,34,-12,39,2001
723,FC Internazionale,41.0,25.7,23.0,,,3,34,27,69,2001
724,SS Lazio,39.0,25.9,15.0,,,6,34,13,53,2001
725,Udinese Calcio,45.0,24.8,30.0,,,14,34,-11,40,2001
726,Chievo Verona,35.0,25.4,9.0,,,5,34,5,54,2001
727,AS Roma,37.0,25.2,17.0,,,2,34,34,70,2001
728,Brescia Calcio,44.0,25.4,13.0,,,13,34,-9,40,2001
729,Bologna FC 1909,34.0,24.7,9.0,,,7,34,0,52,2001
730,Juventus FC,33.0,26.6,17.0,19.79,653.15,1,38,62,95,2017
731,SSC Napoli,40.0,25.2,24.0,12.61,504.25,2,38,48,91,2017
732,Inter Milan,34.0,25.9,22.0,14.33,487.28,4,38,36,72,2017
733,AS Roma,47.0,23.7,26.0,9.98,469.1,3,38,33,77,2017
734,SS Lazio,44.0,24.8,28.0,9.29,408.78,5,38,40,72,2017
735,AC Milan,42.0,24.5,17.0,9.69,407.05,6,38,14,64,2017
736,ACF Fiorentina,41.0,23.8,26.0,5.79,237.33,8,38,8,57,2017
737,Atalanta BC,37.0,23.6,17.0,5.62,207.95,7,38,18,60,2017
738,UC Sampdoria,39.0,24.6,25.0,4.88,190.45,10,38,-4,54,2017
739,Torino FC,51.0,23.8,24.0,3.44,175.53,9,38,8,54,2017
740,Genoa CFC,44.0,26.0,25.0,3.07,135.13,12,38,-10,41,2017
741,US Sassuolo,39.0,25.0,7.0,3.25,126.78,11,38,-30,43,2017
742,Udinese Calcio,46.0,24.0,35.0,2.35,108.03,14,38,-15,40,2017
743,Bologna FC 1909,41.0,25.3,24.0,2.53,103.55,15,38,-12,39,2017
744,Cagliari Calcio,41.0,25.4,13.0,2.4,98.58,16,38,-28,39,2017
745,SPAL 2013,42.0,25.4,13.0,1.51,63.55,17,38,-20,38,2017
746,Benevento Calcio,48.0,25.1,21.0,1.2,57.83,20,38,-51,21,2017
747,Hellas Verona,41.0,25.5,18.0,1.38,56.5,19,38,-48,25,2017
748,Chievo Verona,36.0,27.4,16.0,1.53,55.23,13,38,-23,40,2017
749,FC Crotone,40.0,24.1,19.0,1.2,47.88,18,38,-26,35,2017
750,AC Parma,46.0,23.1,12.0,26.0,1.2,5,34,11,58,2003
751,Juventus FC,40.0,25.6,15.0,,,3,34,25,69,2003
752,FC Internazionale,43.0,25.7,25.0,,,4,34,22,59,2003
753,AS Roma,43.0,23.5,16.0,,,2,34,49,71,2003
754,AC Milan,38.0,26.1,15.0,,,1,34,41,82,2003
755,UC Sampdoria,34.0,26.3,5.0,,,8,34,-2,46,2003
756,Udinese Calcio,36.0,25.3,20.0,,,7,34,4,50,2003
757,AC Perugia,61.0,25.0,22.0,,,15,34,-12,32,2003
758,SS Lazio,36.0,27.4,11.0,,,6,34,14,56,2003
759,Brescia Calcio,42.0,24.4,13.0,,,11,34,-5,40,2003
760,US Lecce,39.0,23.5,14.0,,,10,34,-13,41,2003
761,Empoli FC,38.0,24.2,5.0,,,17,34,-28,30,2003
762,Bologna FC 1909,38.0,25.4,9.0,,,12,34,-8,39,2003
763,Reggina Calcio,35.0,24.4,10.0,,,13,34,-16,34,2003
764,Modena FC,41.0,25.9,6.0,,,16,34,-19,30,2003
765,AC Siena,36.0,26.5,13.0,,,14,34,-13,34,2003
766,Chievo Verona,41.0,24.9,7.0,,,9,34,-1,44,2003
767,Ancona Calcio,58.0,26.9,14.0,,,18,34,-49,13,2003
768,Torino Calcio,41.0,25.2,7.0,,,18,34,-35,21,2002
769,Juventus FC,35.0,25.5,11.0,,,1,34,35,72,2002
770,Piacenza FC,36.0,26.4,6.0,,,16,34,-18,30,2002
771,Atalanta BC,36.0,25.3,9.0,,,14,34,-12,38,2002
772,Como Calcio,37.0,26.8,10.0,,,17,34,-28,24,2002
773,FC Internazionale,41.0,25.7,19.0,,,2,34,26,65,2002
774,Milan AC,45.0,25.0,19.0,,,3,34,25,61,2002
775,SS Lazio,37.0,26.5,12.0,,,4,34,25,60,2002
776,AC Parma,37.0,24.3,12.0,,,5,34,19,56,2002
777,Udinese Calcio,35.0,25.3,21.0,,,6,34,3,56,2002
778,Chievo Verona,36.0,26.1,11.0,,,7,34,12,55,2002
779,AS Roma,36.0,26.2,16.0,,,8,34,9,49,2002
780,Brescia Calcio,33.0,24.4,16.0,,,9,34,-2,42,2002
781,AC Perugia,35.0,25.5,10.0,,,10,34,-8,42,2002
782,Bologna FC 1909,35.0,25.5,7.0,,,11,34,-8,41,2002
783,Empoli FC,34.0,24.1,3.0,,,13,34,-10,38,2002
784,Modena FC,35.0,26.6,5.0,,,12,34,-18,38,2002
785,Reggina Calcio,39.0,23.8,11.0,,,15,34,-15,38,2002
786,Juventus FC,38.0,26.2,19.0,13.08,497.18,1,38,50,91,2016
787,SSC Napoli,37.0,25.7,22.0,10.47,387.38,3,38,55,86,2016
788,AS Roma,47.0,23.7,25.0,7.55,354.68,2,38,52,87,2016
789,Inter Milan,41.0,25.4,29.0,8.01,328.3,7,38,23,62,2016
790,AC Milan,42.0,24.9,21.0,6.06,254.33,6,38,12,63,2016
791,SS Lazio,46.0,23.7,33.0,4.92,226.45,5,38,23,70,2016
792,ACF Fiorentina,42.0,24.1,30.0,5.17,217.08,8,38,6,60,2016
793,Torino FC,51.0,24.3,24.0,3.18,162.35,9,38,5,53,2016
794,Atalanta BC,44.0,25.5,16.0,3.68,161.7,4,38,21,72,2016
795,US Sassuolo,48.0,24.5,7.0,3.03,145.25,12,38,-5,46,2016
796,UC Sampdoria,42.0,24.7,28.0,2.8,117.58,10,38,-6,48,2016
797,Genoa CFC,44.0,25.8,23.0,2.46,108.18,16,38,-26,36,2016
798,Udinese Calcio,44.0,24.5,34.0,2.32,101.95,13,38,-9,45,2016
799,Bologna FC 1909,48.0,24.7,22.0,1.98,95.0,15,38,-18,41,2016
800,Cagliari Calcio,46.0,24.7,17.0,1.33,61.08,11,38,-21,47,2016
801,Empoli FC,42.0,24.5,17.0,1.32,55.45,18,38,-32,32,2016
802,Delfino Pescara 1936,50.0,24.7,19.0,0.962,48.1,20,38,-44,18,2016
803,Chievo Verona,44.0,26.3,20.0,1.04,45.88,14,38,-18,43,2016
